,CASES,DATE,NIS5,TX_ADM_DSTR_DESCR_FR,TX_ADM_DSTR_DESCR_NL,TX_DESCR_FR,TX_DESCR_NL,TX_PROV_DESCR_FR,TX_PROV_DESCR_NL,TX_RGN_DESCR_FR,TX_RGN_DESCR_NL,lat,lon
207,<5,2020-03-06,92003.0,Arrondissement de Namur,Arrondissement Namen,Andenne,Andenne,Province de Namur,Provincie Namen,Région wallonne,Waals Gewest,50.83064252848785,4.3420848065530055
208,<5,2020-03-06,92114.0,Arrondissement de Namur,Arrondissement Namen,Sombreffe,Sombreffe,Province de Namur,Provincie Namen,Région wallonne,Waals Gewest,,
209,<5,2020-03-06,,,,,,,,,,50.90367755922985,5.409427875112547
210,<5,2020-03-07,11002.0,Arrondissement dAnvers,Arrondissement Antwerpen,Anvers,Antwerpen,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.26055097634139,4.358436586642045
211,<5,2020-03-07,12005.0,Arrondissement de Malines,Arrondissement Mechelen,Bonheiden,Bonheiden,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.01843009644713,4.569018226471748
212,<5,2020-03-07,12014.0,Arrondissement de Malines,Arrondissement Mechelen,Heist-op-den-Berg,Heist-op-den-Berg,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.06296122846649,4.738534456134641
213,<5,2020-03-07,13017.0,Arrondissement de Turnhout,Arrondissement Turnhout,Kasterlee,Kasterlee,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.24056317895021,4.946717510953188
214,<5,2020-03-07,13021.0,Arrondissement de Turnhout,Arrondissement Turnhout,Meerhout,Meerhout,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.12680793778286,5.0709298092629185
215,<5,2020-03-07,13049.0,Arrondissement de Turnhout,Arrondissement Turnhout,Westerlo,Westerlo,Province dAnvers,Provincie Antwerpen,Région flamande,Vlaams Gewest,51.105782850340475,4.880706888980865
216,<5,2020-03-07,21005.0,Arrondissement de Bruxelles-Capitale,Arrondissement Brussel-Hoofdstad,Etterbeek,Etterbeek,,,Région de Bruxelles-Capitale,Brussels Hoofdstedelijk Gewest,50.833590018259024,4.395631402510558
